date,time,strategy,action,symbol,strikePrice,price
24-Jun-2020,12:26,bb1sd,Sell,PUT,10500,69.1
24-Jun-2020,12:26,stochastic,Sell,PUT,10500,69.1
24-Jun-2020,12:26,combination,Sell,PUT,10500,69.1
24-Jun-2020,12:27,sma5,Sell,NIFTY,,10510.85
24-Jun-2020,12:27,sma5,Sell,CALL,10550,47.6
24-Jun-2020,12:27,bb1sd,Sell,PUT,10500,70.65
24-Jun-2020,12:27,stochastic,Sell,PUT,10500,70.65
24-Jun-2020,12:27,combination,Sell,PUT,10500,70.65
24-Jun-2020,12:28,stochastic,Sell,PUT,10500,72.7
24-Jun-2020,12:29,bb1sd,Sell,PUT,10500,70.95
24-Jun-2020,12:29,stochastic,Sell,PUT,10500,70.95
24-Jun-2020,12:29,combination,Sell,PUT,10500,70.95
24-Jun-2020,12:30,sma5,Buy,NIFTY,,10518.95
24-Jun-2020,12:30,bb1sd,Buy,NIFTY,,10518.95
24-Jun-2020,12:30,stochastic,Buy,NIFTY,,10518.95
24-Jun-2020,12:30,combination,Buy,NIFTY,,10518.95
24-Jun-2020,12:30,sma5,Buy,CALL,10550,49.5
24-Jun-2020,12:30,sma5,Sell,PUT,10500,68.85
24-Jun-2020,12:30,bb1sd,Sell,PUT,10500,68.85
24-Jun-2020,12:30,stochastic,Sell,PUT,10500,68.85
24-Jun-2020,12:30,combination,Sell,PUT,10500,68.85
24-Jun-2020,12:31,sma5,Sell,NIFTY,,10508
24-Jun-2020,12:31,sma5,Sell,CALL,10550,46.7
24-Jun-2020,12:31,sma5,Buy,PUT,10500,73.05
24-Jun-2020,12:32,sma20,Sell,NIFTY,,10503.4
24-Jun-2020,12:32,sma20,Sell,CALL,10550,45.05
24-Jun-2020,12:33,sma20,Buy,NIFTY,,10510.1
24-Jun-2020,12:34,sma5,Sell,NIFTY,,10506.25
24-Jun-2020,12:35,sma5,Sell,CALL,10550,43.9
24-Jun-2020,12:35,bb1sd,Sell,CALL,10550,43.9
24-Jun-2020,12:35,sma5,Sell,NIFTY,,10498.5
24-Jun-2020,12:36,sma5,Buy,NIFTY,,10513.05
24-Jun-2020,12:36,sma5,Buy,CALL,10550,47.8
24-Jun-2020,12:36,sma20,Buy,CALL,10550,47.8
24-Jun-2020,12:36,sma5,Sell,PUT,10500,70.35
24-Jun-2020,12:36,sma20,Buy,NIFTY,,10513.05
24-Jun-2020,12:36,sma20,Sell,PUT,10500,70.35
24-Jun-2020,12:37,sma20,Buy,CALL,10550,49.15
24-Jun-2020,12:38,bb1sd,Sell,PUT,10500,68.9
24-Jun-2020,12:38,stochastic,Sell,PUT,10500,68.9
24-Jun-2020,12:38,combination,Sell,PUT,10500,68.9
24-Jun-2020,12:39,bb1sd,Buy,NIFTY,,10520.25
24-Jun-2020,12:39,bb1sd,Buy,CALL,10550,51
24-Jun-2020,12:39,combination,Sell,PUT,10500,68.95
24-Jun-2020,12:39,bb1sd,Sell,PUT,10500,68.95
24-Jun-2020,12:39,stochastic,Sell,PUT,10500,68.95
24-Jun-2020,12:40,bb1sd,Buy,NIFTY,,10524.25
24-Jun-2020,12:40,stochastic,Buy,NIFTY,,10524.25
24-Jun-2020,12:40,combination,Buy,NIFTY,,10524.25
24-Jun-2020,12:40,bb1sd,Buy,CALL,10550,51.65
24-Jun-2020,12:40,stochastic,Buy,CALL,10550,51.65
24-Jun-2020,12:40,combination,Buy,CALL,10550,51.65
24-Jun-2020,12:40,bb1sd,Sell,PUT,10500,67.4
24-Jun-2020,12:40,stochastic,Sell,PUT,10500,67.4
24-Jun-2020,12:40,combination,Sell,PUT,10500,67.4
24-Jun-2020,12:41,bb1sd,Buy,NIFTY,,10524.3
24-Jun-2020,12:41,stochastic,Buy,NIFTY,,10524.3
24-Jun-2020,12:41,combination,Buy,NIFTY,,10524.3
24-Jun-2020,12:41,bb1sd,Buy,CALL,10550,51.85
24-Jun-2020,12:41,stochastic,Buy,CALL,10550,51.85
24-Jun-2020,12:41,combination,Buy,CALL,10550,51.85
24-Jun-2020,12:41,stochastic,Sell,PUT,10500,67.05
24-Jun-2020,12:41,bb1sd,Sell,PUT,10500,67.05
24-Jun-2020,12:41,combination,Sell,PUT,10500,67.05
24-Jun-2020,12:42,stochastic,Buy,NIFTY,,10523.05
24-Jun-2020,12:42,combination,Buy,NIFTY,,10523.05
24-Jun-2020,12:42,bb1sd,Buy,CALL,10550,51
24-Jun-2020,12:42,stochastic,Buy,CALL,10550,51
24-Jun-2020,12:42,combination,Buy,CALL,10550,51
24-Jun-2020,12:42,bb1sd,Buy,NIFTY,,10523.05
24-Jun-2020,12:42,sma5,Buy,PUT,10500,70.15
24-Jun-2020,12:43,sma5,Sell,NIFTY,,10519.65
24-Jun-2020,12:43,stochastic,Buy,NIFTY,,10519.65
24-Jun-2020,12:43,stochastic,Buy,CALL,10550,50.65
24-Jun-2020,12:44,stochastic,Buy,NIFTY,,10521.4
24-Jun-2020,12:44,bb1sd,Buy,CALL,10550,51
24-Jun-2020,12:44,stochastic,Buy,CALL,10550,51
24-Jun-2020,12:44,combination,Buy,CALL,10550,51
24-Jun-2020,12:45,sma5,Sell,NIFTY,,10515.4
24-Jun-2020,12:46,sma5,Buy,NIFTY,,10524.65
24-Jun-2020,12:46,bb1sd,Buy,NIFTY,,10524.65
24-Jun-2020,12:46,stochastic,Buy,NIFTY,,10524.65
24-Jun-2020,12:46,combination,Buy,NIFTY,,10524.65
24-Jun-2020,12:46,sma5,Buy,CALL,10550,51.25
24-Jun-2020,12:46,bb1sd,Buy,CALL,10550,51.25
24-Jun-2020,12:46,stochastic,Buy,CALL,10550,51.25
24-Jun-2020,12:46,combination,Buy,CALL,10550,51.25
24-Jun-2020,12:46,sma5,Sell,PUT,10500,68
24-Jun-2020,12:46,bb1sd,Sell,PUT,10500,68
24-Jun-2020,12:47,bb1sd,Buy,NIFTY,,10531.2
24-Jun-2020,12:47,stochastic,Buy,NIFTY,,10531.2
24-Jun-2020,12:47,combination,Buy,NIFTY,,10531.2
24-Jun-2020,12:47,bb1sd,Buy,CALL,10550,53.7
24-Jun-2020,12:47,stochastic,Buy,CALL,10550,53.7
24-Jun-2020,12:47,combination,Buy,CALL,10550,53.7
24-Jun-2020,12:47,bb1sd,Sell,PUT,10500,65.95
24-Jun-2020,12:47,stochastic,Sell,PUT,10500,65.95
24-Jun-2020,12:47,combination,Sell,PUT,10500,65.95
24-Jun-2020,12:48,bb1sd,Buy,NIFTY,,10527.65
24-Jun-2020,12:48,stochastic,Buy,NIFTY,,10527.65
24-Jun-2020,12:48,stochastic,Buy,CALL,10550,51.95
24-Jun-2020,12:48,bb1sd,Sell,PUT,10500,66.8
24-Jun-2020,12:48,stochastic,Sell,PUT,10500,66.8
24-Jun-2020,12:48,combination,Buy,NIFTY,,10527.65
24-Jun-2020,12:48,combination,Sell,PUT,10500,66.8
24-Jun-2020,12:49,bb1sd,Buy,NIFTY,,10528.6
24-Jun-2020,12:49,stochastic,Buy,NIFTY,,10528.6
24-Jun-2020,12:49,combination,Buy,NIFTY,,10528.6
24-Jun-2020,12:49,sma5,Buy,CALL,10550,52.95
24-Jun-2020,12:49,bb1sd,Buy,CALL,10550,52.95
24-Jun-2020,12:49,stochastic,Buy,CALL,10550,52.95
24-Jun-2020,12:49,combination,Buy,CALL,10550,52.95
24-Jun-2020,12:49,bb1sd,Sell,PUT,10500,66.8
24-Jun-2020,12:49,stochastic,Sell,PUT,10500,66.8
24-Jun-2020,12:49,combination,Sell,PUT,10500,66.8
24-Jun-2020,12:50,sma5,Sell,NIFTY,,10527.45
24-Jun-2020,12:50,bb1sd,Buy,NIFTY,,10527.45
24-Jun-2020,12:50,sma5,Buy,CALL,10550,55
24-Jun-2020,12:50,bb1sd,Buy,CALL,10550,55
24-Jun-2020,12:50,stochastic,Buy,CALL,10550,55
24-Jun-2020,12:50,combination,Buy,CALL,10550,55
24-Jun-2020,12:50,bb1sd,Sell,PUT,10500,66
24-Jun-2020,12:50,stochastic,Sell,PUT,10500,66
24-Jun-2020,12:50,combination,Sell,PUT,10500,66
24-Jun-2020,12:50,stochastic,Buy,NIFTY,,10527.45
24-Jun-2020,12:50,combination,Buy,NIFTY,,10527.45
24-Jun-2020,12:51,sma5,Buy,NIFTY,,10535.4
24-Jun-2020,12:51,bb1sd,Buy,NIFTY,,10535.4
24-Jun-2020,12:51,stochastic,Buy,NIFTY,,10535.4
24-Jun-2020,12:51,combination,Buy,NIFTY,,10535.4
24-Jun-2020,12:51,bb1sd,Buy,CALL,10550,56
24-Jun-2020,12:51,stochastic,Buy,CALL,10550,56
24-Jun-2020,12:51,combination,Buy,CALL,10550,56
24-Jun-2020,12:51,bb1sd,Sell,PUT,10500,64.3
24-Jun-2020,12:51,stochastic,Sell,PUT,10500,64.3
24-Jun-2020,12:51,combination,Sell,PUT,10500,64.3
24-Jun-2020,12:52,bb1sd,Buy,NIFTY,,10534.2
24-Jun-2020,12:52,stochastic,Buy,NIFTY,,10534.2
24-Jun-2020,12:52,combination,Buy,NIFTY,,10534.2
24-Jun-2020,12:52,bb1sd,Buy,CALL,10550,56.9
24-Jun-2020,12:52,stochastic,Buy,CALL,10550,56.9
24-Jun-2020,12:52,combination,Buy,CALL,10550,56.9
24-Jun-2020,12:52,sma5,Buy,PUT,10500,66.1
24-Jun-2020,12:52,stochastic,Sell,PUT,10500,66.1
24-Jun-2020,12:53,bb1sd,Buy,NIFTY,,10533.05
24-Jun-2020,12:53,stochastic,Buy,NIFTY,,10533.05
24-Jun-2020,12:53,combination,Buy,NIFTY,,10533.05
24-Jun-2020,12:53,bb1sd,Buy,CALL,10550,57.25
24-Jun-2020,12:53,stochastic,Buy,CALL,10550,57.25
24-Jun-2020,12:53,combination,Buy,CALL,10550,57.25
24-Jun-2020,12:53,sma5,Sell,PUT,10500,63.4
24-Jun-2020,12:53,bb1sd,Sell,PUT,10500,63.4
24-Jun-2020,12:53,stochastic,Sell,PUT,10500,63.4
24-Jun-2020,12:53,combination,Sell,PUT,10500,63.4
24-Jun-2020,12:54,sma5,Sell,NIFTY,,10527.3
24-Jun-2020,12:54,sma5,Sell,CALL,10550,54.55
24-Jun-2020,12:54,sma5,Buy,PUT,10500,66.9
24-Jun-2020,12:56,sma5,Buy,NIFTY,,10531.7
24-Jun-2020,12:56,bb1sd,Buy,NIFTY,,10531.7
24-Jun-2020,12:56,bb1sd,Buy,CALL,10550,55.2
24-Jun-2020,12:56,bb1sd,Sell,PUT,10500,65.35
24-Jun-2020,12:56,sma5,Sell,PUT,10500,65.35
24-Jun-2020,12:57,sma5,Sell,NIFTY,,10525.55
24-Jun-2020,12:57,sma20,Sell,NIFTY,,10525.55
24-Jun-2020,12:57,sma5,Sell,CALL,10550,54.85
24-Jun-2020,12:57,sma5,Buy,PUT,10500,67.5
24-Jun-2020,12:57,sma20,Buy,PUT,10500,67.5
24-Jun-2020,12:58,sma5,Buy,CALL,10550,55.1
24-Jun-2020,12:58,sma5,Sell,PUT,10500,66.4
24-Jun-2020,12:58,sma20,Sell,PUT,10500,66.4
24-Jun-2020,12:59,sma5,Sell,CALL,10550,54.15
24-Jun-2020,12:59,sma5,Buy,PUT,10500,67.3
24-Jun-2020,12:59,sma20,Buy,PUT,10500,67.3
24-Jun-2020,13:00,bb1sd,Sell,NIFTY,,10514.1
24-Jun-2020,13:00,bb2sd,Sell,NIFTY,,10514.1
24-Jun-2020,13:00,bb1sd,Buy,PUT,10500,70
24-Jun-2020,13:00,sma5,Sell,CALL,10550,53
24-Jun-2020,13:01,bb1sd,Sell,NIFTY,,10507.1
24-Jun-2020,13:01,bb2sd,Sell,NIFTY,,10507.1
24-Jun-2020,13:01,stochastic,Sell,NIFTY,,10507.1
24-Jun-2020,13:01,bb1sd,Sell,CALL,10550,50.2
24-Jun-2020,13:01,bb1sd,Buy,PUT,10500,72.55
24-Jun-2020,13:01,bb2sd,Buy,PUT,10500,72.55
24-Jun-2020,13:01,stochastic,Buy,PUT,10500,72.55
24-Jun-2020,13:01,combination,Sell,NIFTY,,10507.1
24-Jun-2020,13:01,combination,Buy,PUT,10500,72.55
24-Jun-2020,13:02,bb1sd,Sell,NIFTY,,10503.95
24-Jun-2020,13:02,bb2sd,Sell,NIFTY,,10503.95
24-Jun-2020,13:02,stochastic,Sell,NIFTY,,10503.95
24-Jun-2020,13:02,combination,Sell,NIFTY,,10503.95
24-Jun-2020,13:02,bb1sd,Sell,CALL,10550,48.35
24-Jun-2020,13:02,stochastic,Sell,CALL,10550,48.35
24-Jun-2020,13:02,combination,Sell,CALL,10550,48.35
24-Jun-2020,13:02,bb1sd,Buy,PUT,10500,73.5
24-Jun-2020,13:02,bb2sd,Buy,PUT,10500,73.5
24-Jun-2020,13:02,stochastic,Buy,PUT,10500,73.5
24-Jun-2020,13:02,combination,Buy,PUT,10500,73.5
24-Jun-2020,13:03,bb1sd,Sell,NIFTY,,10505.7
24-Jun-2020,13:03,stochastic,Sell,NIFTY,,10505.7
24-Jun-2020,13:03,bb1sd,Sell,CALL,10550,47.7
24-Jun-2020,13:03,bb2sd,Sell,CALL,10550,47.7
24-Jun-2020,13:03,stochastic,Sell,CALL,10550,47.7
24-Jun-2020,13:03,bb1sd,Buy,PUT,10500,74.55
24-Jun-2020,13:03,bb2sd,Buy,PUT,10500,74.55
24-Jun-2020,13:03,stochastic,Buy,PUT,10500,74.55
24-Jun-2020,13:03,combination,Buy,PUT,10500,74.55
24-Jun-2020,13:03,combination,Sell,CALL,10550,47.7
24-Jun-2020,13:03,combination,Sell,NIFTY,,10505.7
24-Jun-2020,13:04,sma5,Sell,NIFTY,,10495.75
24-Jun-2020,13:04,bb1sd,Sell,NIFTY,,10495.75
24-Jun-2020,13:04,bb2sd,Sell,NIFTY,,10495.75
24-Jun-2020,13:04,stochastic,Sell,NIFTY,,10495.75
24-Jun-2020,13:04,combination,Sell,NIFTY,,10495.75
24-Jun-2020,13:04,bb1sd,Sell,CALL,10550,44.9
24-Jun-2020,13:04,bb2sd,Sell,CALL,10550,44.9
24-Jun-2020,13:04,stochastic,Sell,CALL,10550,44.9
24-Jun-2020,13:04,combination,Sell,CALL,10550,44.9
24-Jun-2020,13:04,bb1sd,Buy,PUT,10500,76.9
24-Jun-2020,13:04,bb2sd,Buy,PUT,10500,76.9
24-Jun-2020,13:04,stochastic,Buy,PUT,10500,76.9
24-Jun-2020,13:04,combination,Buy,PUT,10500,76.9
24-Jun-2020,13:05,bb1sd,Sell,NIFTY,,10503
24-Jun-2020,13:05,stochastic,Sell,NIFTY,,10503
24-Jun-2020,13:05,combination,Sell,NIFTY,,10503
24-Jun-2020,13:05,bb1sd,Sell,CALL,10550,46.4
24-Jun-2020,13:05,stochastic,Sell,CALL,10550,46.4
24-Jun-2020,13:05,combination,Sell,CALL,10550,46.4
24-Jun-2020,13:05,bb1sd,Buy,PUT,10500,75.9
24-Jun-2020,13:05,stochastic,Buy,PUT,10500,75.9
24-Jun-2020,13:05,combination,Buy,PUT,10500,75.9
24-Jun-2020,13:06,sma5,Buy,NIFTY,,10512.35
24-Jun-2020,13:06,sma5,Buy,CALL,10550,48.5
24-Jun-2020,13:06,bb1sd,Sell,CALL,10550,48.5
24-Jun-2020,13:06,sma5,Sell,PUT,10500,72.75
24-Jun-2020,13:08,sma5,Sell,CALL,10550,47.8
24-Jun-2020,13:08,bb1sd,Sell,CALL,10550,47.8
24-Jun-2020,13:08,bb1sd,Buy,PUT,10500,74.95
24-Jun-2020,13:09,sma5,Sell,NIFTY,,10508.55
24-Jun-2020,13:09,bb1sd,Sell,CALL,10550,46.15
24-Jun-2020,13:09,sma5,Buy,PUT,10500,77.55
24-Jun-2020,13:09,bb1sd,Buy,PUT,10500,77.55
24-Jun-2020,13:09,stochastic,Buy,PUT,10500,77.55
24-Jun-2020,13:09,combination,Buy,PUT,10500,77.55
24-Jun-2020,13:10,bb1sd,Sell,NIFTY,,10495.6
24-Jun-2020,13:10,bb1sd,Sell,CALL,10550,42.6
24-Jun-2020,13:10,bb2sd,Sell,CALL,10550,42.6
24-Jun-2020,13:10,stochastic,Sell,CALL,10550,42.6
24-Jun-2020,13:10,combination,Sell,CALL,10550,42.6
24-Jun-2020,13:10,bb1sd,Buy,PUT,10500,81.65
24-Jun-2020,13:10,bb2sd,Buy,PUT,10500,81.65
24-Jun-2020,13:10,stochastic,Buy,PUT,10500,81.65
24-Jun-2020,13:10,combination,Buy,PUT,10500,81.65
24-Jun-2020,13:11,bb1sd,Sell,NIFTY,,10475.55
24-Jun-2020,13:11,bb2sd,Sell,NIFTY,,10475.55
24-Jun-2020,13:11,combination,Sell,NIFTY,,10475.55
24-Jun-2020,13:11,bb2sd,Sell,CALL,10550,37.9
24-Jun-2020,13:11,stochastic,Sell,CALL,10550,37.9
24-Jun-2020,13:11,combination,Sell,CALL,10550,37.9
24-Jun-2020,13:11,bb1sd,Buy,PUT,10500,94.9
24-Jun-2020,13:11,bb2sd,Buy,PUT,10500,94.9
24-Jun-2020,13:11,stochastic,Buy,PUT,10500,94.9
24-Jun-2020,13:11,bb1sd,Sell,CALL,10550,37.9
24-Jun-2020,13:11,combination,Buy,PUT,10500,94.9
24-Jun-2020,13:11,stochastic,Sell,NIFTY,,10475.55
24-Jun-2020,13:12,bb1sd,Sell,NIFTY,,10462.15
24-Jun-2020,13:12,bb2sd,Sell,NIFTY,,10462.15
24-Jun-2020,13:12,stochastic,Sell,NIFTY,,10462.15
24-Jun-2020,13:12,combination,Sell,NIFTY,,10462.15
24-Jun-2020,13:12,bb1sd,Sell,CALL,10550,34.25
24-Jun-2020,13:12,bb2sd,Sell,CALL,10550,34.25
24-Jun-2020,13:12,stochastic,Sell,CALL,10550,34.25
24-Jun-2020,13:12,combination,Sell,CALL,10550,34.25
24-Jun-2020,13:12,bb1sd,Buy,PUT,10500,101.95
24-Jun-2020,13:12,bb2sd,Buy,PUT,10500,101.95
24-Jun-2020,13:12,stochastic,Buy,PUT,10500,101.95
24-Jun-2020,13:12,combination,Buy,PUT,10500,101.95
24-Jun-2020,13:13,bb1sd,Sell,NIFTY,,10468.1
24-Jun-2020,13:13,bb2sd,Sell,NIFTY,,10468.1
24-Jun-2020,13:13,stochastic,Sell,NIFTY,,10468.1
24-Jun-2020,13:13,combination,Sell,NIFTY,,10468.1
24-Jun-2020,13:13,bb1sd,Sell,CALL,10550,35
24-Jun-2020,13:13,bb2sd,Sell,CALL,10550,35
24-Jun-2020,13:13,stochastic,Sell,CALL,10550,35
24-Jun-2020,13:13,combination,Sell,CALL,10550,35
24-Jun-2020,13:13,bb1sd,Buy,PUT,10500,97.75
24-Jun-2020,13:13,bb2sd,Buy,PUT,10500,97.75
24-Jun-2020,13:13,stochastic,Buy,PUT,10500,97.75
24-Jun-2020,13:13,combination,Buy,PUT,10500,97.75
24-Jun-2020,13:14,bb1sd,Sell,NIFTY,,10454.05
24-Jun-2020,13:14,bb2sd,Sell,NIFTY,,10454.05
24-Jun-2020,13:14,stochastic,Sell,NIFTY,,10454.05
24-Jun-2020,13:14,combination,Sell,NIFTY,,10454.05
24-Jun-2020,13:14,bb1sd,Sell,CALL,10550,32.4
24-Jun-2020,13:14,bb2sd,Sell,CALL,10550,32.4
24-Jun-2020,13:14,stochastic,Sell,CALL,10550,32.4
24-Jun-2020,13:14,combination,Sell,CALL,10550,32.4
24-Jun-2020,13:14,bb1sd,Buy,PUT,10500,105.95
24-Jun-2020,13:14,bb2sd,Buy,PUT,10500,105.95
24-Jun-2020,13:14,stochastic,Buy,PUT,10500,105.95
24-Jun-2020,13:14,combination,Buy,PUT,10500,105.95
24-Jun-2020,13:15,bb1sd,Sell,NIFTY,,10448.4
24-Jun-2020,13:15,bb2sd,Sell,NIFTY,,10448.4
24-Jun-2020,13:15,stochastic,Sell,NIFTY,,10448.4
24-Jun-2020,13:15,combination,Sell,NIFTY,,10448.4
24-Jun-2020,13:15,bb1sd,Sell,CALL,10550,32.2
24-Jun-2020,13:15,stochastic,Sell,CALL,10550,32.2
24-Jun-2020,13:15,combination,Sell,CALL,10550,32.2
24-Jun-2020,13:15,bb1sd,Buy,PUT,10500,112.8
24-Jun-2020,13:15,bb2sd,Buy,PUT,10500,112.8
24-Jun-2020,13:15,stochastic,Buy,PUT,10500,112.8
24-Jun-2020,13:15,combination,Buy,PUT,10500,112.8
24-Jun-2020,13:16,bb1sd,Sell,NIFTY,,10436.85
24-Jun-2020,13:16,bb2sd,Sell,NIFTY,,10436.85
24-Jun-2020,13:16,stochastic,Sell,NIFTY,,10436.85
24-Jun-2020,13:16,combination,Sell,NIFTY,,10436.85
24-Jun-2020,13:16,bb1sd,Sell,CALL,10550,29.55
24-Jun-2020,13:16,stochastic,Sell,CALL,10550,29.55
24-Jun-2020,13:16,combination,Sell,CALL,10550,29.55
24-Jun-2020,13:16,bb1sd,Buy,PUT,10500,122
24-Jun-2020,13:16,bb2sd,Buy,PUT,10500,122
24-Jun-2020,13:16,stochastic,Buy,PUT,10500,122
24-Jun-2020,13:16,combination,Buy,PUT,10500,122
24-Jun-2020,13:17,bb1sd,Sell,NIFTY,,10444.35
24-Jun-2020,13:17,stochastic,Sell,NIFTY,,10444.35
24-Jun-2020,13:17,combination,Sell,NIFTY,,10444.35
24-Jun-2020,13:17,bb1sd,Sell,CALL,10550,31
24-Jun-2020,13:17,stochastic,Sell,CALL,10550,31
24-Jun-2020,13:17,combination,Sell,CALL,10550,31
24-Jun-2020,13:17,bb1sd,Buy,PUT,10500,121.25
24-Jun-2020,13:17,bb2sd,Buy,PUT,10500,121.25
24-Jun-2020,13:17,stochastic,Buy,PUT,10500,121.25
24-Jun-2020,13:17,combination,Buy,PUT,10500,121.25
24-Jun-2020,13:18,sma5,Buy,NIFTY,,10457.85
24-Jun-2020,13:18,bb1sd,Sell,NIFTY,,10457.85
24-Jun-2020,13:18,sma5,Buy,CALL,10550,33.35
24-Jun-2020,13:18,bb1sd,Sell,CALL,10550,33.35
24-Jun-2020,13:18,stochastic,Sell,CALL,10550,33.35
24-Jun-2020,13:18,combination,Sell,CALL,10550,33.35
24-Jun-2020,13:18,bb1sd,Buy,PUT,10500,115.65
24-Jun-2020,13:18,stochastic,Buy,PUT,10500,115.65
24-Jun-2020,13:18,combination,Buy,PUT,10500,115.65
24-Jun-2020,13:18,sma5,Sell,PUT,10500,115.65
24-Jun-2020,13:19,bb1sd,Sell,NIFTY,,10453.7
24-Jun-2020,13:19,stochastic,Sell,CALL,10550,33.55
24-Jun-2020,13:19,combination,Sell,CALL,10550,33.55
24-Jun-2020,13:19,bb1sd,Buy,PUT,10500,116.3
24-Jun-2020,13:19,stochastic,Buy,PUT,10500,116.3
24-Jun-2020,13:19,bb1sd,Sell,CALL,10550,33.55
24-Jun-2020,13:19,combination,Buy,PUT,10500,116.3
24-Jun-2020,13:20,bb1sd,Sell,NIFTY,,10452.45
24-Jun-2020,13:20,bb1sd,Buy,PUT,10500,117.85
24-Jun-2020,13:20,stochastic,Buy,PUT,10500,117.85
24-Jun-2020,13:20,combination,Buy,PUT,10500,117.85
24-Jun-2020,13:21,bb1sd,Sell,NIFTY,,10445.5
24-Jun-2020,13:21,stochastic,Sell,NIFTY,,10445.5
24-Jun-2020,13:21,combination,Sell,NIFTY,,10445.5
24-Jun-2020,13:21,sma5,Sell,CALL,10550,30.95
24-Jun-2020,13:21,bb1sd,Sell,CALL,10550,30.95
24-Jun-2020,13:21,stochastic,Sell,CALL,10550,30.95
24-Jun-2020,13:21,sma5,Buy,PUT,10500,122.15
24-Jun-2020,13:21,bb1sd,Buy,PUT,10500,122.15
24-Jun-2020,13:21,stochastic,Buy,PUT,10500,122.15
24-Jun-2020,13:21,combination,Buy,PUT,10500,122.15
24-Jun-2020,13:21,combination,Sell,CALL,10550,30.95
24-Jun-2020,13:21,sma5,Sell,NIFTY,,10445.5
24-Jun-2020,13:22,bb1sd,Sell,NIFTY,,10443.85
24-Jun-2020,13:22,stochastic,Sell,NIFTY,,10443.85
24-Jun-2020,13:22,combination,Sell,NIFTY,,10443.85
24-Jun-2020,13:22,stochastic,Sell,CALL,10550,33.05
24-Jun-2020,13:22,bb1sd,Buy,PUT,10500,124.1
24-Jun-2020,13:22,stochastic,Buy,PUT,10500,124.1
24-Jun-2020,13:22,sma5,Buy,CALL,10550,33.05
24-Jun-2020,13:22,combination,Buy,PUT,10500,124.1
24-Jun-2020,13:23,sma5,Buy,NIFTY,,10452.5
24-Jun-2020,13:23,stochastic,Sell,CALL,10550,33.2
24-Jun-2020,13:23,stochastic,Buy,PUT,10500,120.5
24-Jun-2020,13:23,bb1sd,Buy,PUT,10500,120.5
24-Jun-2020,13:23,combination,Buy,PUT,10500,120.5
24-Jun-2020,13:24,sma5,Sell,PUT,10500,115.8
24-Jun-2020,13:24,stochastic,Buy,PUT,10500,115.8
24-Jun-2020,13:25,stochastic,Buy,PUT,10500,114.25
24-Jun-2020,13:26,stochastic,Buy,PUT,10500,117
24-Jun-2020,13:26,sma20,Sell,CALL,10550,34.1
24-Jun-2020,13:27,stochastic,Buy,PUT,10500,120
24-Jun-2020,13:27,sma5,Buy,PUT,10500,120
24-Jun-2020,13:28,sma20,Buy,CALL,10550,35.6
24-Jun-2020,13:28,sma5,Sell,PUT,10500,113.9
24-Jun-2020,13:28,sma5,Buy,CALL,10550,35.6
24-Jun-2020,13:29,sma5,Sell,NIFTY,,10444.55
24-Jun-2020,13:29,sma5,Buy,PUT,10500,121.05
24-Jun-2020,13:29,stochastic,Sell,NIFTY,,10444.55
24-Jun-2020,13:29,stochastic,Buy,PUT,10500,121.05
24-Jun-2020,13:29,sma20,Sell,CALL,10550,33.05
24-Jun-2020,13:29,sma5,Sell,CALL,10550,33.05
24-Jun-2020,13:30,bb1sd,Sell,NIFTY,,10437.8
24-Jun-2020,13:30,stochastic,Sell,NIFTY,,10437.8
24-Jun-2020,13:30,combination,Sell,NIFTY,,10437.8
24-Jun-2020,13:30,bb1sd,Sell,CALL,10550,31.4
24-Jun-2020,13:30,bb1sd,Buy,PUT,10500,125.95
24-Jun-2020,13:30,stochastic,Buy,PUT,10500,125.95
24-Jun-2020,13:30,combination,Buy,PUT,10500,125.95
24-Jun-2020,13:31,bb1sd,Sell,NIFTY,,10439.4
24-Jun-2020,13:31,stochastic,Sell,NIFTY,,10439.4
24-Jun-2020,13:31,combination,Sell,NIFTY,,10439.4
24-Jun-2020,13:31,bb1sd,Buy,PUT,10500,125.45
24-Jun-2020,13:31,stochastic,Buy,PUT,10500,125.45
24-Jun-2020,13:31,combination,Buy,PUT,10500,125.45
24-Jun-2020,13:32,stochastic,Sell,NIFTY,,10440.35
24-Jun-2020,13:32,combination,Sell,NIFTY,,10440.35
24-Jun-2020,13:32,bb1sd,Sell,NIFTY,,10440.35
24-Jun-2020,13:32,stochastic,Buy,PUT,10500,122.35
24-Jun-2020,13:33,sma5,Sell,NIFTY,,10425.5
24-Jun-2020,13:33,bb1sd,Sell,NIFTY,,10425.5
24-Jun-2020,13:33,bb2sd,Sell,NIFTY,,10425.5
24-Jun-2020,13:33,stochastic,Sell,NIFTY,,10425.5
24-Jun-2020,13:33,combination,Sell,NIFTY,,10425.5
24-Jun-2020,13:33,sma5,Sell,CALL,10550,27.95
24-Jun-2020,13:33,bb1sd,Sell,CALL,10550,27.95
24-Jun-2020,13:33,bb2sd,Sell,CALL,10550,27.95
24-Jun-2020,13:33,sma5,Buy,PUT,10500,133.4
24-Jun-2020,13:33,bb1sd,Buy,PUT,10500,133.4
24-Jun-2020,13:33,bb2sd,Buy,PUT,10500,133.4
24-Jun-2020,13:33,stochastic,Buy,PUT,10500,133.4
24-Jun-2020,13:33,combination,Buy,PUT,10500,133.4
24-Jun-2020,13:34,bb1sd,Sell,NIFTY,,10431.6
