token,ltp,ltt
NIFTY,24963.15,1755835685
NIFTY,24962.9,1755835686
NIFTY,24963.15,1755835686
NIFTY,24963.35,1755835687
NIFTY,24963.25,1755835687
NIFTY,24963.15,1755835688
NIFTY,24964.1,1755835688
NIFTY,24964.5,1755835689
NIFTY,24964.9,1755835689
NIFTY,24966.6,1755835690
NIFTY,24966.5,1755835690
NIFTY,24966.6,1755835691
NIFTY,24966.35,1755835691
NIFTY,24965.25,1755835692
NIFTY,24966.15,1755835692
NIFTY,24965.2,1755835693
NIFTY,24965.8,1755835693
NIFTY,24966.1,1755835694
NIFTY,24966,1755835694
NIFTY,24965.85,1755835695
NIFTY,24965.5,1755835695
NIFTY,24965.3,1755835696
NIFTY,24965.5,1755835696
NIFTY,24965.85,1755835697
NIFTY,24966.7,1755835697
NIFTY,24966.25,1755835698
NIFTY,24966.4,1755835699
NIFTY,24966.35,1755835699
NIFTY,24966.25,1755835700
NIFTY,24966.6,1755835700
NIFTY,24966.1,1755835701
NIFTY,24966.15,1755835701
NIFTY,24965.65,1755835702
NIFTY,24965.75,1755835702
NIFTY,24965.8,1755835703
NIFTY,24966,1755835703
NIFTY,24965.9,1755835704
NIFTY,24966,1755835704
NIFTY,24966.05,1755835705
NIFTY,24965.95,1755835705
NIFTY,24966.35,1755835706
NIFTY,24966.45,1755835706
NIFTY,24965.95,1755835707
NIFTY,24965.75,1755835707
NIFTY,24965.05,1755835708
NIFTY,24964.45,1755835708
NIFTY,24965,1755835709
NIFTY,24964.9,1755835709
NIFTY,24965.45,1755835710
NIFTY,24966.65,1755835710
NIFTY,24965.45,1755835711
NIFTY,24965.15,1755835711
NIFTY,24965.95,1755835712
NIFTY,24965.8,1755835712
NIFTY,24965.25,1755835713
NIFTY,24963.75,1755835713
NIFTY,24963.7,1755835714
NIFTY,24965,1755835714
NIFTY,24964.05,1755835715
NIFTY,24963.8,1755835715
NIFTY,24963.1,1755835716
