indicator,good,bad,oscillating,total,success_rate,interval_label
MACD_16_32_12__AND__Bollinger_25_1,2,7,1,9,22.22,5min
MACD_16_32_12__AND__Bollinger_30_1,2,7,1,9,22.22,5min
MACD_16_32_12__AND__RSI_5_70_30_REV,2,7,1,9,22.22,5min
Bollinger_5_1__AND__EMA_9_21,2,7,0,9,22.22,5min
Bollinger_10_1__AND__RSI_5_90_10_REV,2,7,1,9,22.22,5min
Bollinger_15_1.5__AND__Bollinger_20_1,2,7,0,9,22.22,5min
Bollinger_15_1.5__AND__Bollinger_20_1.5,2,7,0,9,22.22,5min
Bollinger_15_1.5__AND__RSI_5_70_30_REV,2,7,0,9,22.22,5min
Bollinger_20_1.5__AND__Bollinger_30_1,2,7,1,9,22.22,5min
Bollinger_20_1.5__AND__Bollinger_30_1.5,2,7,1,9,22.22,5min
EMA_21_49__AND__ADX_14,2,7,1,9,22.22,5min
EMA_21_49__AND__ADX_20,2,7,1,9,22.22,5min
MACD_12_24_9,3,11,1,14,21.43,5min
RSI_5_80_20_REV,3,11,1,14,21.43,5min
Bollinger_10_1__AND__Bollinger_15_1,3,11,1,14,21.43,5min
RSI_5_70_30_REV__AND__RSI_5_80_20_REV,3,11,1,14,21.43,5min
MACD_24_48_18,1,4,1,5,20,5min
Bollinger_15_1.5,2,8,0,10,20,5min
Bollinger_30_1.5,2,8,1,10,20,5min
RSI_5_90_10_REV,2,8,1,10,20,5min
RSI_14_70_30_REV,2,8,1,10,20,5min
MACD_4_8_3__AND__Bollinger_15_1.5,2,8,0,10,20,5min
MACD_8_16_6__AND__Bollinger_10_1.5,2,8,0,10,20,5min
MACD_8_16_6__AND__Bollinger_15_1,3,12,1,15,20,5min
MACD_8_16_6__AND__Bollinger_15_1.5,2,8,0,10,20,5min
MACD_8_16_6__AND__Bollinger_30_1.5,2,8,1,10,20,5min
MACD_8_16_6__AND__EMA_9_21,2,8,1,10,20,5min
MACD_12_24_9__AND__Bollinger_10_2,1,4,0,5,20,5min
MACD_12_24_9__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_12_24_9__AND__Bollinger_25_1,2,8,1,10,20,5min
MACD_12_24_9__AND__Bollinger_25_1.5,2,8,1,10,20,5min
MACD_12_24_9__AND__Bollinger_30_1.5,2,8,1,10,20,5min
MACD_12_26_9__AND__Bollinger_10_1,2,8,1,10,20,5min
MACD_12_26_9__AND__Bollinger_10_2,1,4,0,5,20,5min
MACD_12_26_9__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_12_26_9__AND__Bollinger_25_1,2,8,1,10,20,5min
MACD_12_26_9__AND__Bollinger_25_1.5,2,8,1,10,20,5min
MACD_12_26_9__AND__Bollinger_30_1.5,2,8,1,10,20,5min
MACD_12_26_9__AND__RSI_5_70_30_REV,2,8,1,10,20,5min
MACD_16_32_12__AND__Bollinger_5_1,1,4,0,5,20,5min
MACD_16_32_12__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_20_40_15__AND__MACD_24_48_18,1,4,1,5,20,5min
MACD_20_40_15__AND__Bollinger_10_1.5,1,4,0,5,20,5min
MACD_20_40_15__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_20_40_15__AND__EMA_21_49,1,4,1,5,20,5min
Bollinger_5_1__AND__Bollinger_10_1,3,12,0,15,20,5min
Bollinger_5_1__AND__ADX_20,1,4,0,5,20,5min
Bollinger_5_1__AND__RSI_10_70_30_REV,1,4,0,5,20,5min
Bollinger_5_1.5__AND__Bollinger_10_1.5,1,4,0,5,20,5min
Bollinger_10_1__AND__Bollinger_15_1.5,2,8,0,10,20,5min
Bollinger_10_1__AND__Bollinger_20_1.5,2,8,1,10,20,5min
Bollinger_10_1.5__AND__Bollinger_15_1,2,8,0,10,20,5min
Bollinger_10_1.5__AND__EMA_9_21,1,4,0,5,20,5min
Bollinger_10_1.5__AND__EMA_12_28,1,4,0,5,20,5min
Bollinger_10_2__AND__Bollinger_15_1.5,1,4,0,5,20,5min
Bollinger_15_1__AND__Bollinger_15_1.5,2,8,0,10,20,5min
Bollinger_15_1__AND__Bollinger_30_1.5,2,8,1,10,20,5min
Bollinger_15_1__AND__EMA_21_49,1,4,1,5,20,5min
Bollinger_15_1.5__AND__EMA_9_21,1,4,0,5,20,5min
Bollinger_15_1.5__AND__EMA_15_35,1,4,0,5,20,5min
Bollinger_20_1__AND__Bollinger_30_1.5,2,8,1,10,20,5min
Bollinger_20_1.5__AND__RSI_5_70_30_REV,2,8,1,10,20,5min
Bollinger_20_2__AND__Bollinger_30_1,1,4,0,5,20,5min
Bollinger_20_2__AND__Bollinger_30_1.5,1,4,0,5,20,5min
Bollinger_20_2__AND__Bollinger_30_2,1,4,0,5,20,5min
Bollinger_20_2__AND__RSI_10_70_30_REV,1,4,0,5,20,5min
Bollinger_20_2__AND__RSI_14_70_30_REV,1,4,0,5,20,5min
Bollinger_25_1__AND__Bollinger_30_1.5,2,8,1,10,20,5min
Bollinger_25_1.5__AND__Bollinger_30_1,2,8,1,10,20,5min
Bollinger_25_1.5__AND__Bollinger_30_1.5,2,8,1,10,20,5min
Bollinger_25_1.5__AND__EMA_9_21,1,4,1,5,20,5min
Bollinger_25_2__AND__EMA_15_35,1,4,1,5,20,5min
Bollinger_30_1__AND__Bollinger_30_1.5,2,8,1,10,20,5min
Bollinger_30_2__AND__EMA_15_35,1,4,1,5,20,5min
EMA_12_28__AND__ADX_20,1,4,1,5,20,5min
EMA_15_35__AND__RSI_5_80_20_REV,1,4,1,5,20,5min
EMA_15_35__AND__RSI_14_70_30_REV,1,4,1,5,20,5min
EMA_18_42__AND__ADX_14,1,4,1,5,20,5min
EMA_18_42__AND__ADX_20,1,4,1,5,20,5min
EMA_21_49__AND__RSI_10_70_30_REV,1,4,1,5,20,5min
RSI_5_70_30_REV__AND__RSI_5_90_10_REV,2,8,1,10,20,5min
RSI_5_80_20_REV__AND__RSI_5_90_10_REV,2,8,1,10,20,5min
Bollinger_10_1.5,2,9,0,11,18.18,5min
ADX_20,2,9,1,11,18.18,5min
MACD_4_8_3__AND__Bollinger_10_1.5,2,9,0,11,18.18,5min
MACD_4_8_3__AND__Bollinger_25_1.5,2,9,0,11,18.18,5min
MACD_4_8_3__AND__Bollinger_30_1,2,9,0,11,18.18,5min
MACD_12_24_9__AND__Bollinger_10_1,2,9,1,11,18.18,5min
MACD_12_24_9__AND__Bollinger_30_1,2,9,1,11,18.18,5min
MACD_12_24_9__AND__RSI_5_70_30_REV,2,9,1,11,18.18,5min
MACD_12_26_9__AND__Bollinger_30_1,2,9,1,11,18.18,5min
Bollinger_10_1__AND__Bollinger_10_1.5,2,9,0,11,18.18,5min
Bollinger_10_1__AND__Bollinger_25_1,2,9,1,11,18.18,5min
Bollinger_10_1.5__AND__RSI_5_70_30_REV,2,9,0,11,18.18,5min
Bollinger_15_1__AND__EMA_5_13,2,9,1,11,18.18,5min
Bollinger_20_1__AND__EMA_5_13,2,9,1,11,18.18,5min
Bollinger_20_1.5__AND__Bollinger_25_1,2,9,1,11,18.18,5min
Bollinger_20_1.5__AND__Bollinger_25_1.5,2,9,1,11,18.18,5min
ADX_14__AND__ADX_20,2,9,1,11,18.18,5min
Bollinger_10_2,1,5,0,6,16.67,5min
Bollinger_25_1.5,2,10,1,12,16.67,5min
RSI_10_80_20_REV,1,5,1,6,16.67,5min
MACD_4_8_3__AND__Bollinger_10_2,1,5,0,6,16.67,5min
MACD_4_8_3__AND__RSI_10_80_20_REV,1,5,0,6,16.67,5min
MACD_8_16_6__AND__Bollinger_10_2,1,5,0,6,16.67,5min
MACD_8_16_6__AND__Bollinger_25_1.5,2,10,1,12,16.67,5min
MACD_8_16_6__AND__Bollinger_30_1,2,10,1,12,16.67,5min
MACD_16_32_12__AND__Bollinger_25_2,1,5,1,6,16.67,5min
MACD_16_32_12__AND__Bollinger_30_2,1,5,1,6,16.67,5min
MACD_20_40_15__AND__Bollinger_15_1.5,1,5,0,6,16.67,5min
MACD_20_40_15__AND__Bollinger_25_2,1,5,1,6,16.67,5min
MACD_20_40_15__AND__Bollinger_30_2,1,5,1,6,16.67,5min
Bollinger_5_1__AND__Bollinger_10_2,1,5,0,6,16.67,5min
Bollinger_5_1__AND__RSI_5_80_20_REV,2,10,0,12,16.67,5min
Bollinger_10_1__AND__Bollinger_10_2,1,5,0,6,16.67,5min
Bollinger_10_1__AND__EMA_12_28,1,5,1,6,16.67,5min
Bollinger_10_1__AND__RSI_10_80_20_REV,1,5,1,6,16.67,5min
Bollinger_10_1.5__AND__Bollinger_10_2,1,5,0,6,16.67,5min
Bollinger_10_1.5__AND__Bollinger_30_1,1,5,0,6,16.67,5min
Bollinger_10_1.5__AND__Bollinger_30_1.5,1,5,0,6,16.67,5min
Bollinger_10_1.5__AND__Bollinger_30_2,1,5,0,6,16.67,5min
Bollinger_10_1.5__AND__RSI_10_70_30_REV,1,5,0,6,16.67,5min
Bollinger_10_1.5__AND__RSI_14_70_30_REV,1,5,0,6,16.67,5min
Bollinger_10_2__AND__Bollinger_15_1,1,5,0,6,16.67,5min
Bollinger_10_2__AND__RSI_5_70_30_REV,1,5,0,6,16.67,5min
Bollinger_15_1__AND__Bollinger_25_1.5,2,10,1,12,16.67,5min
Bollinger_15_1__AND__Bollinger_30_1,2,10,1,12,16.67,5min
Bollinger_15_1.5__AND__RSI_10_70_30_REV,1,5,0,6,16.67,5min
Bollinger_20_1__AND__Bollinger_25_1.5,2,10,1,12,16.67,5min
Bollinger_20_1__AND__Bollinger_30_1,2,10,1,12,16.67,5min
Bollinger_20_1__AND__RSI_5_70_30_REV,2,10,1,12,16.67,5min
Bollinger_20_1.5__AND__EMA_15_35,1,5,1,6,16.67,5min
Bollinger_20_2__AND__Bollinger_25_2,1,5,0,6,16.67,5min
Bollinger_25_1__AND__Bollinger_25_1.5,2,10,1,12,16.67,5min
Bollinger_25_1__AND__Bollinger_30_1,2,10,1,12,16.67,5min
Bollinger_25_2__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
Bollinger_30_1__AND__EMA_9_21,1,5,1,6,16.67,5min
Bollinger_30_1.5__AND__EMA_5_13,1,5,1,6,16.67,5min
Bollinger_30_2__AND__RSI_10_70_30_REV,1,5,1,6,16.67,5min
EMA_5_13__AND__ADX_14,2,10,1,12,16.67,5min
EMA_5_13__AND__RSI_14_70_30_REV,1,5,1,6,16.67,5min
EMA_9_21__AND__ADX_20,1,5,1,6,16.67,5min
EMA_12_28__AND__RSI_5_80_20_REV,1,5,1,6,16.67,5min
ADX_20__AND__RSI_5_80_20_REV,1,5,1,6,16.67,5min
RSI_5_70_30_REV__AND__RSI_10_80_20_REV,1,5,1,6,16.67,5min
RSI_5_80_20_REV__AND__RSI_10_80_20_REV,1,5,1,6,16.67,5min
RSI_10_70_30_REV__AND__RSI_10_80_20_REV,1,5,1,6,16.67,5min
Bollinger_30_1,2,11,1,13,15.38,5min
MACD_4_8_3__AND__RSI_5_80_20_REV,2,11,0,13,15.38,5min
MACD_8_16_6__AND__Bollinger_25_1,2,11,1,13,15.38,5min
MACD_8_16_6__AND__RSI_5_70_30_REV,2,11,1,13,15.38,5min
Bollinger_5_1__AND__Bollinger_15_1,2,11,0,13,15.38,5min
Bollinger_10_1__AND__RSI_5_80_20_REV,2,11,1,13,15.38,5min
Bollinger_15_1__AND__RSI_5_70_30_REV,2,11,1,13,15.38,5min
Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_30_2,1,6,1,7,14.29,5min
MACD_4_8_3__AND__Bollinger_20_2,1,6,0,7,14.29,5min
MACD_4_8_3__AND__Bollinger_30_2,1,6,0,7,14.29,5min
MACD_4_8_3__AND__ADX_20,1,6,0,7,14.29,5min
MACD_8_16_6__AND__Bollinger_5_1.5,1,6,0,7,14.29,5min
MACD_8_16_6__AND__Bollinger_10_1,2,12,1,14,14.29,5min
MACD_8_16_6__AND__Bollinger_20_2,1,6,0,7,14.29,5min
MACD_8_16_6__AND__Bollinger_30_2,1,6,1,7,14.29,5min
MACD_8_16_6__AND__ADX_20,1,6,1,7,14.29,5min
MACD_12_24_9__AND__Bollinger_25_2,1,6,1,7,14.29,5min
MACD_12_24_9__AND__Bollinger_30_2,1,6,1,7,14.29,5min
MACD_12_26_9__AND__Bollinger_25_2,1,6,1,7,14.29,5min
MACD_12_26_9__AND__Bollinger_30_2,1,6,1,7,14.29,5min
MACD_16_32_12__AND__RSI_14_70_30_REV,1,6,1,7,14.29,5min
MACD_20_40_15__AND__Bollinger_10_1,1,6,1,7,14.29,5min
MACD_20_40_15__AND__RSI_5_70_30_REV,1,6,1,7,14.29,5min
MACD_20_40_15__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
MACD_20_40_15__AND__RSI_14_70_30_REV,1,6,1,7,14.29,5min
Bollinger_5_1__AND__EMA_12_28,1,6,0,7,14.29,5min
Bollinger_10_1__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_10_1__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_10_1.5__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_10_1.5__AND__Bollinger_25_2,1,6,0,7,14.29,5min
Bollinger_15_1__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_15_1__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_15_1__AND__EMA_15_35,1,6,1,7,14.29,5min
Bollinger_15_1__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_15_1.5__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_15_1.5__AND__Bollinger_30_1,1,6,0,7,14.29,5min
Bollinger_15_1.5__AND__Bollinger_30_1.5,1,6,0,7,14.29,5min
Bollinger_15_1.5__AND__Bollinger_30_2,1,6,0,7,14.29,5min
Bollinger_15_1.5__AND__EMA_5_13,1,6,0,7,14.29,5min
Bollinger_15_1.5__AND__RSI_14_70_30_REV,1,6,0,7,14.29,5min
Bollinger_20_1__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_20_1__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_20_1__AND__EMA_15_35,1,6,1,7,14.29,5min
Bollinger_20_1__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_20_1.5__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_20_1.5__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_20_1.5__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_20_2__AND__Bollinger_25_1,1,6,0,7,14.29,5min
Bollinger_20_2__AND__Bollinger_25_1.5,1,6,0,7,14.29,5min
Bollinger_20_2__AND__RSI_5_70_30_REV,1,6,0,7,14.29,5min
Bollinger_25_1__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_25_1__AND__EMA_15_35,1,6,1,7,14.29,5min
Bollinger_25_1__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_25_1.5__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_25_1.5__AND__EMA_5_13,1,6,1,7,14.29,5min
Bollinger_25_1.5__AND__EMA_15_35,1,6,1,7,14.29,5min
Bollinger_25_1.5__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_25_2__AND__Bollinger_30_1,1,6,1,7,14.29,5min
Bollinger_25_2__AND__Bollinger_30_1.5,1,6,1,7,14.29,5min
Bollinger_25_2__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_25_2__AND__RSI_14_70_30_REV,1,6,1,7,14.29,5min
Bollinger_30_1__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_30_1__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_30_1.5__AND__Bollinger_30_2,1,6,1,7,14.29,5min
Bollinger_30_1.5__AND__EMA_15_35,1,6,1,7,14.29,5min
Bollinger_30_1.5__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_30_2__AND__RSI_5_70_30_REV,1,6,1,7,14.29,5min
Bollinger_30_2__AND__RSI_14_70_30_REV,1,6,1,7,14.29,5min
EMA_12_28__AND__RSI_5_70_30_REV,1,6,1,7,14.29,5min
ADX_20__AND__RSI_5_70_30_REV,1,6,1,7,14.29,5min
RSI_5_80_20_REV__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
Bollinger_25_2,1,7,1,8,12.5,5min
ADX_14,2,14,1,16,12.5,5min
MACD_4_8_3__AND__Bollinger_25_2,1,7,0,8,12.5,5min
MACD_8_16_6__AND__Bollinger_25_2,1,7,1,8,12.5,5min
MACD_8_16_6__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
MACD_12_24_9__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
MACD_12_26_9__AND__Bollinger_5_1,1,7,0,8,12.5,5min
MACD_12_26_9__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_5_1__AND__Bollinger_15_1.5,1,7,0,8,12.5,5min
Bollinger_5_1__AND__ADX_14,1,7,0,8,12.5,5min
Bollinger_5_1__AND__RSI_5_90_10_REV,1,7,0,8,12.5,5min
Bollinger_10_1__AND__Bollinger_25_2,1,7,1,8,12.5,5min
Bollinger_10_1__AND__EMA_5_13,1,7,1,8,12.5,5min
Bollinger_10_1__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_10_1.5__AND__Bollinger_20_1,1,7,0,8,12.5,5min
Bollinger_10_1.5__AND__Bollinger_20_1.5,1,7,0,8,12.5,5min
Bollinger_10_1.5__AND__Bollinger_25_1,1,7,0,8,12.5,5min
Bollinger_10_1.5__AND__Bollinger_25_1.5,1,7,0,8,12.5,5min
Bollinger_15_1__AND__Bollinger_25_2,1,7,1,8,12.5,5min
Bollinger_15_1__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_15_1.5__AND__Bollinger_25_2,1,7,0,8,12.5,5min
Bollinger_20_1__AND__Bollinger_25_2,1,7,1,8,12.5,5min
Bollinger_20_1__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_20_1.5__AND__Bollinger_25_2,1,7,1,8,12.5,5min
Bollinger_20_1.5__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_25_1__AND__Bollinger_25_2,1,7,1,8,12.5,5min
Bollinger_25_1__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_25_1.5__AND__Bollinger_25_2,1,7,1,8,12.5,5min
Bollinger_25_1.5__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_25_2__AND__RSI_5_70_30_REV,1,7,1,8,12.5,5min
Bollinger_30_1__AND__EMA_15_35,1,7,1,8,12.5,5min
Bollinger_30_1__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
Bollinger_30_1.5__AND__RSI_5_70_30_REV,1,7,1,8,12.5,5min
Bollinger_30_1.5__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
ADX_14__AND__RSI_5_80_20_REV,1,7,1,8,12.5,5min
RSI_5_70_30_REV__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
RSI_10_70_30_REV__AND__RSI_14_70_30_REV,1,7,1,8,12.5,5min
MACD_4_8_3__AND__RSI_5_90_10_REV,1,8,0,9,11.11,5min
MACD_12_24_9__AND__Bollinger_5_1,1,8,0,9,11.11,5min
Bollinger_5_1__AND__Bollinger_25_1,1,8,0,9,11.11,5min
Bollinger_10_1__AND__Bollinger_30_1,1,8,1,9,11.11,5min
Bollinger_10_1__AND__Bollinger_30_1.5,1,8,1,9,11.11,5min
Bollinger_15_1.5__AND__Bollinger_25_1,1,8,0,9,11.11,5min
Bollinger_15_1.5__AND__Bollinger_25_1.5,1,8,0,9,11.11,5min
EMA_12_28__AND__ADX_14,1,8,1,9,11.11,5min
ADX_14__AND__RSI_5_70_30_REV,1,8,1,9,11.11,5min
MACD_4_8_3__AND__ADX_14,1,9,0,10,10,5min
Bollinger_5_1__AND__Bollinger_10_1.5,1,9,0,10,10,5min
Bollinger_5_1__AND__Bollinger_20_1,1,9,0,10,10,5min
Bollinger_25_1__AND__EMA_5_13,1,9,1,10,10,5min
Bollinger_25_1.5__AND__RSI_5_70_30_REV,1,9,1,10,10,5min
Bollinger_30_1__AND__EMA_5_13,1,9,1,10,10,5min
Bollinger_30_1__AND__RSI_5_70_30_REV,1,9,1,10,10,5min
EMA_5_13__AND__RSI_5_70_30_REV,1,9,1,10,10,5min
EMA_9_21__AND__ADX_14,1,9,1,10,10,5min
MACD_8_16_6__AND__ADX_14,1,10,1,11,9.09,5min
Bollinger_5_1__AND__EMA_5_13,1,10,1,11,9.09,5min
Bollinger_10_1__AND__Bollinger_25_1.5,1,10,1,11,9.09,5min
Bollinger_25_1__AND__RSI_5_70_30_REV,1,10,1,11,9.09,5min
MACD_8_16_6__AND__RSI_5_80_20_REV,1,11,1,12,8.33,5min
RSI_10_90_10,0,0,0,0,0,5min
RSI_14_80_20,0,0,0,0,0,5min
RSI_14_90_10,0,0,0,0,0,5min
RSI_15_80_20,0,0,0,0,0,5min
RSI_15_90_10,0,0,0,0,0,5min
RSI_20_80_20,0,0,0,0,0,5min
RSI_20_90_10,0,0,0,0,0,5min
RSI_25_80_20,0,0,0,0,0,5min
RSI_25_90_10,0,0,0,0,0,5min
RSI_30_70_30,0,0,0,0,0,5min
RSI_30_80_20,0,0,0,0,0,5min
RSI_30_90_10,0,0,0,0,0,5min
Bollinger_5_2,0,0,0,0,0,5min
Bollinger_15_2,0,7,0,7,0,5min
Stoch_14_3,0,0,0,0,0,5min
Stoch_14_5,0,0,0,0,0,5min
RSI_10_90_10_REV,0,0,0,0,0,5min
RSI_14_80_20_REV,0,3,1,3,0,5min
RSI_14_90_10_REV,0,0,0,0,0,5min
RSI_15_70_30_REV,0,8,1,8,0,5min
RSI_15_80_20_REV,0,2,1,2,0,5min
RSI_15_90_10_REV,0,0,0,0,0,5min
RSI_20_70_30_REV,0,4,1,4,0,5min
RSI_20_80_20_REV,0,0,0,0,0,5min
RSI_20_90_10_REV,0,0,0,0,0,5min
RSI_25_70_30_REV,0,0,0,0,0,5min
RSI_25_80_20_REV,0,0,0,0,0,5min
RSI_25_90_10_REV,0,0,0,0,0,5min
RSI_30_70_30_REV,0,0,0,0,0,5min
RSI_30_80_20_REV,0,0,0,0,0,5min
RSI_30_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_70_30,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__MACD_4_8_3,0,1,1,1,0,5min
RSI_5_70_30__AND__MACD_8_16_6,0,0,0,0,0,5min
RSI_5_70_30__AND__MACD_12_24_9,0,0,0,0,0,5min
RSI_5_70_30__AND__MACD_24_48_18,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_5_1,0,0,1,0,0,5min
RSI_5_70_30__AND__Bollinger_5_1.5,0,0,1,0,0,5min
RSI_5_70_30__AND__Bollinger_5_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_10_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_10_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_10_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_15_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_15_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_15_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_20_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_20_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_20_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_25_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_25_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_25_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_30_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_30_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_30_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Stoch_14_3,0,0,0,0,0,5min
RSI_5_70_30__AND__Stoch_14_5,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_5_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_5_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_5_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_10_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_70_30,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_4_8_3,0,1,1,1,0,5min
RSI_5_80_20__AND__MACD_8_16_6,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_12_24_9,0,0,0,0,0,5min
